job_id,category,job_title,ground_truth,extracted_flat,require_tool,require_skill,require_certification,n_gt,n_extracted,precision,recall,f1,jaccard,tp,fp,fn,partial_precision,partial_recall,partial_f1,error
3715891138,HR,Human Resources Manager,"['recruiting', 'talent management', 'compliance', 'employee engagement programs', 'conflict resolution', 'human resources policies', 'performance management', 'employment law', 'training and development', 'benefits administration', 'investigations', 'communication', 'interpersonal skills', 'integrity', 'professionalism', 'time management', 'problem solving', 'team collaboration', 'adaptability', 'confidentiality', 'leadership', 'relationship building', 'critical thinking', 'empathy', 'creativity', 'payroll administration', 'timekeeping', 'data management', 'applicant tracking systems', 'negotiation', 'occupational health and safety', 'interviewing', 'sourcing', 'screening', 'budget management']","['E-verify', 'recruiting', 'compensation', 'benefits administration', 'leave management', 'disciplinary matters', 'disputes and investigations', 'performance management', 'talent management', 'productivity improvement', 'employee recognition', 'occupational health and safety', 'training and development', 'employment-related inquiries', 'payroll administration', 'timekeeping', 'discipline coordination', 'performance evaluation', 'talent acquisition strategy', 'full-cycle recruitment', 'industry trends', 'HR best practices', 'conflict resolution process', 'FLSA compliance', 'ERISA compliance', 'SHRM-CP certification', 'I-9 verification']",['E-verify'],"['recruiting', 'compensation', 'benefits administration', 'leave management', 'disciplinary matters', 'disputes and investigations', 'performance management', 'talent management', 'productivity improvement', 'employee recognition', 'occupational health and safety', 'training and development', 'employment-related inquiries', 'payroll administration', 'timekeeping', 'discipline coordination', 'performance evaluation', 'talent acquisition strategy', 'full-cycle recruitment', 'industry trends', 'HR best practices', 'conflict resolution process']","['FLSA compliance', 'ERISA compliance', 'SHRM-CP certification', 'I-9 verification']",35,27,0.2963,0.2286,0.2581,0.1481,8,19,27,0.4444,0.3143,0.3682,
3904406321,HR,Human Resources Intern,"['administrative support', 'recruitment', 'onboarding', 'record maintenance', 'filing', 'document archiving', 'hr processes', 'talent management', 'talent acquisition', 'people operations', 'interest in hr', 'eagerness to learn', 'communication', 'teamwork', 'attention to detail', 'time management']","['recruitment', 'onboarding', 'talent management', 'talent acquisition', 'people operations']",[],"['recruitment', 'onboarding', 'talent management', 'talent acquisition', 'people operations']",[],16,5,1.0,0.3125,0.4762,0.3125,5,0,11,1.0,0.3125,0.4762,
3891014745,HR,Senior Human Resources Generalist,"['hr compliance', 'recruitment', 'talent development', 'employee relations', 'compensation management', 'onboarding', 'communication skills', 'interpersonal skills', 'conflict resolution', 'listening skills', 'sense of urgency', 'prioritization', 'team collaboration', 'adaptability', 'program management', 'international hr operations', 'project management', ""bachelor's degree in hr or related field"", 'phr/sphr certification', 'shrm-cp/shrm-scp certification', 'cultural sensitivity']","['hr compliance', 'employee relations', 'talent development', 'compensation', 'workforce planning', 'recruitment practices', 'onboarding experience', 'conflict resolution', 'phr certification', 'shrm-cp certification', 'canadian employment law']",[],"['hr compliance', 'employee relations', 'talent development', 'compensation', 'workforce planning', 'recruitment practices', 'onboarding experience', 'conflict resolution']","['phr certification', 'shrm-cp certification', 'canadian employment law']",21,11,0.3636,0.1905,0.25,0.1429,4,7,17,0.7273,0.381,0.5,
3902747307,HR,Human Resources Business Partner,"['hr management', 'employee relations', 'performance management', 'data analysis', 'hris systems', 'legal compliance', 'microsoft office', 'project management', 'coaching and mentoring', 'communication', 'problem solving', 'collaboration', 'strategic thinking', 'results-oriented', 'adaptability', 'creativity', 'engagement', 'initiative', 'teamwork', 'bilingual in spanish']","['microsft office products', 'employee relations', 'performance management', 'retention', 'engagement', 'management development', 'coaching', 'dei initiatives', 'hris systems', 'FMLA compliance', 'ada compliance', 'flsa compliance', 'eeo compliance', 'osha compliance', 'safety compliance']",['microsft office products'],"['employee relations', 'performance management', 'retention', 'engagement', 'management development', 'coaching', 'dei initiatives', 'hris systems']","['FMLA compliance', 'ada compliance', 'flsa compliance', 'eeo compliance', 'osha compliance', 'safety compliance']",20,15,0.2667,0.2,0.2286,0.129,4,11,16,0.4,0.3,0.3429,
3906227054,HR,Human Resources Assistant,"['human resources administration', 'recruiting', 'microsoft office', 'clerical functions', 'office administration', 'independent judgment', 'communication', 'teamwork', 'problem solving', 'attention to detail', 'customer service', 'payroll administration', 'employee benefits', 'compliance', 'performance management', 'jd edwards', 'kronos']","['microsoft office', 'jd edwards', 'kronos', 'employee benefits', 'employee relations', 'compliance', 'safety and health', 'wage and salary administration', 'performance management', 'recruiting', 'selection', 'orientation']","['microsoft office', 'jd edwards', 'kronos']","['employee benefits', 'employee relations', 'compliance', 'safety and health', 'wage and salary administration', 'performance management', 'recruiting', 'selection', 'orientation']",[],17,12,0.5833,0.4118,0.4828,0.3182,7,5,10,0.5833,0.4118,0.4828,
3905298637,HR,Human Resources Business Partner,"['hr experience', 'data analysis', 'talent management', 'process improvement', 'communication', 'problem solving', 'team building', 'collaboration', 'self-motivation', 'organizational skills', 'attention to detail', 'multi-tasking', 'compensation management', 'change management', 'employment law knowledge', 'human capital strategy development', 'negotiation']","['human capital management', 'associate relations', 'talent management', 'continuous process improvement', 'change management', 'd & i', 'OD', 'federal employment laws', 'state employment regulations', 'FMLA compliance', 'ada compliance', 'flsa', 'EEOC guidelines', 'SHRM-CP certification']",[],"['human capital management', 'associate relations', 'talent management', 'continuous process improvement', 'change management', 'd & i', 'OD']","['federal employment laws', 'state employment regulations', 'FMLA compliance', 'ada compliance', 'flsa', 'EEOC guidelines', 'SHRM-CP certification']",17,14,0.1429,0.1176,0.129,0.069,2,12,15,0.2143,0.1765,0.1935,
3898176212,HR,Vice President Human Resources,"['human resources management', 'conflict resolution', 'problem solving', 'employee relations', 'organizational design', 'hr legal compliance', 'microsoft office suite', 'hris and talent management systems', 'payroll management', 'employee benefits administration', 'training and development', 'performance appraisal programs', 'recruiting and placement practices', 'leadership', 'interpersonal skills', 'communication', 'adaptability', 'teamwork', 'initiative', 'creativity', 'work ethic', 'accountability', 'curiosity', 'diversity, equity, and inclusion (dei) initiatives', 'bilingual (english/spanish)']","['microsof… office suite', 'talent management systems', 'hr strategies', 'hr policies', 'position descriptions', 'wage and salary structure', 'pay policies', 'performance appraisal programs', 'employee benefit programs', 'company safety and health programs', 'recruiting new employees', 'employee onboarding', 'employee offboarding', 'employee handbook', 'training programs', 'diversity initiatives', 'equity initiatives', 'inclusion initiatives', 'conflict resolution', 'problem-solving', 'mediation', 'organizational design', 'employment', 'compensation', 'payroll processing', 'employee benefits', 'employee relations', 'training and development', 'hr legal requirements', 'government reporting regulations', 'hris systems', 'governmental laws', 'governmental regulations', 'hr legal requirements', 'government reporting regulations']","['microsof… office suite', 'talent management systems']","['hr strategies', 'hr policies', 'position descriptions', 'wage and salary structure', 'pay policies', 'performance appraisal programs', 'employee benefit programs', 'company safety and health programs', 'recruiting new employees', 'employee onboarding', 'employee offboarding', 'employee handbook', 'training programs', 'diversity initiatives', 'equity initiatives', 'inclusion initiatives', 'conflict resolution', 'problem-solving', 'mediation', 'organizational design', 'employment', 'compensation', 'payroll processing', 'employee benefits', 'employee relations', 'training and development', 'hr legal requirements', 'government reporting regulations', 'hris systems']","['governmental laws', 'governmental regulations', 'hr legal requirements', 'government reporting regulations']",25,35,0.1515,0.2,0.1724,0.0943,5,28,20,0.2857,0.32,0.3019,
3899526653,HR,Human Resources Intern,"['team management', 'communication', 'teamwork', 'problem solving', 'initiative', 'adaptability', 'recruiting', 'resume screening', 'social media promotion', 'video communication']",[],[],[],[],10,0,0.0,0.0,0.0,0.0,0,0,10,0.0,0.0,0.0,
3901635742,HR,Human Resources Director,"['hr management', 'employee relations', 'hr reporting and analytics', 'hris management', 'payroll processing', 'compensation management', 'benefits administration', 'policy development', 'compliance management', 'performance management', 'project management', 'microsoft excel', 'employee engagement strategies', 'organizational development', 'conflict resolution', 'coaching and development', 'employee satisfaction surveys', 'communication', 'relationship management', 'leadership', 'problem solving', 'collaboration', 'trustworthiness', 'innovation', 'adaptability', 'confidentiality', 'diversity, equity, inclusion programs', 'change management', ""workers' compensation management"", 'hr technology implementation', 'curiosity']","['advanced knowledge of microsoft excel', 'employee relations', 'dei work', 'employee benefits', 'leave of absences', 'hr reporting and analytics', 'rewards and recognition', 'performance management', 'development planning', 'compensation', 'hris', 'payroll', 'hr compliance', 'policy development', ""workers' compensation"", 'leave of absence cases', 'payroll processing', 'compensation market studies', 'health and wellness benefits', 'change management', 'process management', 'project management', 'organizational-wide rewards and recognition program', 'hr policies', 'human resources compliance', 'employee files/records', 'communication', 'compensation program', 'annual open enrollment process', 'company organizational charts', 'employee handbook', 'phr certification', 'sphr certification', 'shrm-cp certification', 'shrm-scp certification', 'fmla compliance', 'eeo reporting', 'osha reporting']",['advanced knowledge of microsoft excel'],"['employee relations', 'dei work', 'employee benefits', 'leave of absences', 'hr reporting and analytics', 'rewards and recognition', 'performance management', 'development planning', 'compensation', 'hris', 'payroll', 'hr compliance', 'policy development', ""workers' compensation"", 'leave of absence cases', 'payroll processing', 'compensation market studies', 'health and wellness benefits', 'change management', 'process management', 'project management', 'organizational-wide rewards and recognition program', 'hr policies', 'human resources compliance', 'employee files/records', 'communication', 'compensation program', 'annual open enrollment process', 'company organizational charts', 'employee handbook']","['phr certification', 'sphr certification', 'shrm-cp certification', 'shrm-scp certification', 'fmla compliance', 'eeo reporting', 'osha reporting']",31,38,0.2105,0.2581,0.2319,0.1311,8,30,23,0.3421,0.3871,0.3632,
3899523473,HR,Human Resources Representative,"['onboarding', 'interview coordination', 'data entry', 'communication', 'multi-tasking', 'problem solving', 'teamwork', 'attention to detail', 'adaptability', 'hris', 'kronos', 'sap', 'offboarding', 'human resources certification', 'project management', 'customer service']","['kronos', 'sap changes', 'annual bonus planning', 'merit planning', 'I-9 forms', 'human resources professional certification']",['kronos'],"['sap changes', 'annual bonus planning', 'merit planning']","['I-9 forms', 'human resources professional certification']",16,6,0.1667,0.0625,0.0909,0.0476,1,5,15,0.3333,0.125,0.1818,
3903896684,HR,Human Resources Business Partner,"['human resources', 'organizational development', 'data analysis', 'conflict resolution', 'employee relations', 'regulatory compliance', 'hris', 'ms office', 'team dynamics', 'communication', 'leadership', 'strategic thinking', 'relationship building', 'coaching', 'problem solving', 'mentoring', 'adaptability', 'collaboration', 'change management', 'mediation', 'investigation', 'cultural awareness']","['ms office', 'employee relations', 'labor relations', 'mediation', 'conflict resolution', 'investigation skills', 'organizational development', 'workforce-related metrics', 'hris solution', 'PHR certification', 'SPHR certification']",['ms office'],"['employee relations', 'labor relations', 'mediation', 'conflict resolution', 'investigation skills', 'organizational development', 'workforce-related metrics', 'hris solution']","['PHR certification', 'SPHR certification']",22,11,0.4545,0.2273,0.303,0.1786,5,6,17,0.6364,0.3182,0.4242,
3884432431,HR,Human Resource Manager,"['human resource management', 'employee benefits administration', 'recruitment', 'microsoft office suite', 'strategic planning', 'analytical thinking', 'compliance management', 'onboarding processes', 'communication', 'problem solving', 'critical thinking', 'innovative thinking', 'team leadership', 'interpersonal skills', 'employment law', 'payroll processing']","['microsoft office suite', 'employee relations', 'employee benefits', 'employee leaves of absence', 'benefits processing', 'payroll processing', 'employment law', 'employee benefit administration', 'recruitment experience', 'FMLA leave', 'ADA leave']",['microsoft office suite'],"['employee relations', 'employee benefits', 'employee leaves of absence', 'benefits processing', 'payroll processing', 'employment law', 'employee benefit administration', 'recruitment experience']","['FMLA leave', 'ADA leave']",16,11,0.2727,0.1875,0.2222,0.125,3,8,13,0.4545,0.3125,0.3704,
3904373238,HR,Human Resources Generalist,"['payroll', 'hris systems', 'compliance', 'data analysis', 'microsoft office', 'record keeping', 'communication', 'attention to detail', 'confidentiality', 'problem solving', 'teamwork', 'customer service', 'adaptability', 'hr certifications', 'vendor management', 'employment laws', 'real estate experience']","['adp', 'paychex', 'workday', 'microsoft office', 'payroll processing', '4+ years hr experience', 'hris systems', 'talent management systems', 'FLSA compliance', 'ada compliance', 'phr certification', 'shrm-cp certification']","['adp', 'paychex', 'workday', 'microsoft office']","['payroll processing', '4+ years hr experience', 'hris systems', 'talent management systems']","['FLSA compliance', 'ada compliance', 'phr certification', 'shrm-cp certification']",17,12,0.1667,0.1176,0.1379,0.0741,2,10,15,0.4167,0.2353,0.3008,
3900945008,HR,Senior Human Resources Manager,"['human resources management', 'employee relations', 'recruitment', 'training and development', 'compensation management', 'hr information systems', 'workforce planning', 'policy development', 'compliance', 'performance appraisal', 'communication', 'leadership', 'problem solving', 'teamwork', 'consultation', 'insight', 'adaptability', 'benefit administration', 'strategic counseling', 'community relations', 'diversity awareness']","['employee relations', 'benefits administration', 'recruiting', 'workforce planning', 'compensation', 'training and development', 'discipline', 'diversity programs', 'communication', 'human resource information systems', '10+ years hr experience', '4+ years hr management experience', 'FLSA compliance', 'ADA compliance', 'FMLA compliance', 'EEOC guidelines', 'PHR certification', 'SHRM-CP certification']",[],"['employee relations', 'benefits administration', 'recruiting', 'workforce planning', 'compensation', 'training and development', 'discipline', 'diversity programs', 'communication', 'human resource information systems', '10+ years hr experience', '4+ years hr management experience']","['FLSA compliance', 'ADA compliance', 'FMLA compliance', 'EEOC guidelines', 'PHR certification', 'SHRM-CP certification']",21,18,0.2222,0.1905,0.2051,0.1143,4,14,17,0.4444,0.2857,0.3478,
3901983432,HR,District Human Resources Manager (Pensacola),"['human resources', 'microsoft excel', 'microsoft powerpoint', 'onboarding', 'talent management', 'training', 'communication', 'collaboration', 'coaching', 'problem solving', 'relationship building', 'adaptability', 'employment law', 'hris systems', 'microsoft word', 'data analysis', 'recruiting', 'compliance', 'performance management', 'succession planning', 'integrity', 'leadership', 'engagement', 'analytical thinking']","['microsoft word', 'microsoft excel', 'microsoft powerpoint', 'workforce planning', 'talent acquisition', 'employee relations', 'succession planning', 'merit process', 'new supervisor onboarding', 'just-in-time training', 'location risk assessments', 'positive associate relations training', 'diversity & inclusion', 'leave of absence', 'accommodations', 'benefits', 'unemployment', 'workers compensation', 'safety', 'FMLA compliance', 'ada compliance', 'flsa compliance', 'phr certification', 'shrm-cp certification']","['microsoft word', 'microsoft excel', 'microsoft powerpoint']","['workforce planning', 'talent acquisition', 'employee relations', 'succession planning', 'merit process', 'new supervisor onboarding', 'just-in-time training', 'location risk assessments', 'positive associate relations training', 'diversity & inclusion', 'leave of absence', 'accommodations', 'benefits', 'unemployment', 'workers compensation', 'safety']","['FMLA compliance', 'ada compliance', 'flsa compliance', 'phr certification', 'shrm-cp certification']",24,24,0.1667,0.1667,0.1667,0.0909,4,20,20,0.4167,0.2917,0.3431,
3887475102,HR,Human Resources Generalist,"['hr management', 'employee onboarding', 'compensation administration', 'benefits administration', 'payroll processing', 'personnel file management', 'vendor management', 'strategic thinking', 'hr systems', 'organizational learning', 'communication', 'decision-making', 'interpersonal skills', 'leadership', 'results-oriented', 'change management', 'microsoft office suite', 'microsoft 365', 'project management']","['microsoft office suite', 'microsoft 365', 'employee onboarding', 'compensation and benefits administration', 'policy implementation', 'personnel files', 'benefits selection', 'payroll processing', 'performance review process', 'salary analysis', 'I-9 verification', 'simple ira plan']","['microsoft office suite', 'microsoft 365']","['employee onboarding', 'compensation and benefits administration', 'policy implementation', 'personnel files', 'benefits selection', 'payroll processing', 'performance review process', 'salary analysis']","['I-9 verification', 'simple ira plan']",19,12,0.3333,0.2105,0.2581,0.1481,4,8,15,0.4167,0.2632,0.3226,
3902351802,HR,Human Resources Manager,"['hr management', 'compliance knowledge', 'hris proficiency', 'payroll systems', 'microsoft office suite', 'policy development', 'employee training', 'performance appraisal systems', 'analytical skills', 'communication', 'interpersonal skills', 'negotiation', 'conflict resolution', 'organizational skills', 'time management', 'integrity', 'leadership', 'problem solving', 'confidentiality', 'talent management systems']","['paycor payroll system', 'payroll', 'benefits', 'leave', 'disciplinary matters', 'disputes', 'investigations', 'performance management', 'talent management', 'productivity', 'recognition', 'morale', 'occupational health and safety', 'training and development', 'recruitment', 'candidate selection', 'attorney license renewals', 'association memberships', 'learning opportunities', 'employee enrichment', 'firm social events', 'law school recruitment', 'performance appraisal system', 'salary histories', 'market salary data', 'projected salary recommendations', 'employment-related inquiries', 'disciplinary meetings', 'terminations', 'onboarding', 'offboarding', 'stay interviews', 'exit interviews', 'hris', 'FMLA compliance', 'ADA compliance', 'FLSA compliance', 'ERISA compliance', 'shrm-cp certification', 'shrm-scp certification', 'SPHR certification', 'PHR certification']",['paycor payroll system'],"['payroll', 'benefits', 'leave', 'disciplinary matters', 'disputes', 'investigations', 'performance management', 'talent management', 'productivity', 'recognition', 'morale', 'occupational health and safety', 'training and development', 'recruitment', 'candidate selection', 'attorney license renewals', 'association memberships', 'learning opportunities', 'employee enrichment', 'firm social events', 'law school recruitment', 'performance appraisal system', 'salary histories', 'market salary data', 'projected salary recommendations', 'employment-related inquiries', 'disciplinary meetings', 'terminations', 'onboarding', 'offboarding', 'stay interviews', 'exit interviews', 'hris']","['FMLA compliance', 'ADA compliance', 'FLSA compliance', 'ERISA compliance', 'shrm-cp certification', 'shrm-scp certification', 'SPHR certification', 'PHR certification']",20,42,0.0,0.0,0.0,0.0,0,42,20,0.0952,0.2,0.129,
3905272928,HR,Human Resources Specialist,"['payroll processing', 'data entry', 'microsoft office', 'building maintenance', 'communication', 'problem solving', 'attention to detail', 'teamwork', 'time management', '401(k) management', 'benefits design', 'background checks', 'health insurance enrollment', 'windows operating system', 'accounting software', 'i-9 verification', 'supply ordering', 'proactive approach', 'ethical standards', 'adaptability']","['MS office', 'payroll processing', 'background check', 'health insurance enrollment', 'termination process', '401(k) activities', 'employee time-off records', 'benefits administration', '7 years HR experience', 'EEOC guidelines', 'I-9 verification', 'ADA compliance']",['MS office'],"['payroll processing', 'background check', 'health insurance enrollment', 'termination process', '401(k) activities', 'employee time-off records', 'benefits administration', '7 years HR experience', 'EEOC guidelines']","['I-9 verification', 'ADA compliance']",20,12,0.25,0.15,0.1875,0.1034,3,9,17,0.3333,0.2,0.25,
3891077739,HR,Human Resources Generalist,"['employee relations', 'payroll', 'benefits administration', 'compliance', 'human resources programs', ""bachelor's degree in hr or related field"", 'relationship building', 'communication', 'problem solving', 'teamwork', 'adaptability', 'legal knowledge', 'leave policies implementation', 'manufacturing hr experience']","['employee relations', 'payroll', 'benefits', 'company policies', 'legal and regulatory requirements', 'compensation', 'leave policies', 'FLSA compliance', 'ada compliance']",[],"['employee relations', 'payroll', 'benefits', 'company policies', 'legal and regulatory requirements', 'compensation', 'leave policies']","['FLSA compliance', 'ada compliance']",14,9,0.2222,0.1429,0.1739,0.0952,2,7,12,0.6667,0.3571,0.4651,
3902835237,HR,Sr. Area Human Resource Manager,"['hr management', 'employee relations', 'federal employment laws', 'microsoft office suite', 'onboarding', 'communication', 'attention to detail', 'problem solving', 'teamwork', 'customer focus', 'leadership', 'work ethic', 'adaptability', 'conflict resolution', 'recruiting', 'analytical skills', 'applicant tracking systems', 'performance management', 'compensation administration', 'benefits administration', 'data interpretation', 'time management']","['microsot office products', 'word', 'excel', 'outlook', 'office 365', 'employee relations', 'HR forms processing', 'employee workflow status changes', 'transfer forms', 'terminations', 'confidential information', 'pre-employment screening', 'background screening', 'wage and hour', 'employer-of-choice environment', 'sexual harassment', 'discrimination', 'ada compliance', 'FMLA compliance', 'EEOC guidelines', 'DOL guidelines']","['microsot office products', 'word', 'excel', 'outlook', 'office 365']","['employee relations', 'HR forms processing', 'employee workflow status changes', 'transfer forms', 'terminations', 'confidential information', 'pre-employment screening', 'background screening', 'wage and hour', 'employer-of-choice environment']","['sexual harassment', 'discrimination', 'ada compliance', 'FMLA compliance', 'EEOC guidelines', 'DOL guidelines']",22,21,0.0476,0.0455,0.0465,0.0238,1,20,21,0.0476,0.0455,0.0465,
3884841822,HR,Human Resources Assistant,"['attention to detail', 'technology proficiency', 'document preparation', 'scheduling meetings', 'file organization', 'professional communication', 'collaboration', 'time management', 'confidentiality', 'prioritization', 'problem solving', 'data entry', 'sharepoint', 'paycom', 'ats systems', 'auditing data', 'spanish language proficiency']","['sharepoint', 'paycom', 'ATS system', 'data entry', 'payroll', 'benefits administration']","['sharepoint', 'paycom', 'ATS system']","['data entry', 'payroll', 'benefits administration']",[],17,6,0.5,0.1765,0.2609,0.15,3,3,14,0.6667,0.2353,0.3478,
3901936391,HR,Human Resources Administrator,"['employee database management', 'attendance record maintenance', 'policy formulation', 'job posting', 'candidate shortlisting', 'interview scheduling', 'training session coordination', 'interpersonal skills', 'communication skills', 'critical thinking', 'problem solving', 'orientation coordination']","['employee database', 'employee attendance', 'employee leaves', 'policy formulation', 'hiring', 'salary administration', 'orientation', 'training sessions', 'ADA compliance']",['employee database'],"['employee attendance', 'employee leaves', 'policy formulation', 'hiring', 'salary administration', 'orientation', 'training sessions']",['ADA compliance'],12,9,0.1111,0.0833,0.0952,0.05,1,8,11,0.3333,0.25,0.2857,
3902357327,HR,Human Resources Coordinator,"['data management', 'administrative duties', 'analytical skills', 'record keeping', 'spreadsheets', 'databases', 'multitasking', 'time management', 'communication', 'problem solving', 'positive attitude', 'service-oriented', 'hris systems', 'workday hr software']","['workday', 'post-offer requirements', 'workforce-related data', 'workday transactions', 'training of people managers', 'site tiered meetings', 'new hires', 'leavers', 'attendance', 'data spreadsheets', 'database documentation']",['workday'],"['post-offer requirements', 'workforce-related data', 'workday transactions', 'training of people managers', 'site tiered meetings', 'new hires', 'leavers', 'attendance', 'data spreadsheets', 'database documentation']",[],14,11,0.0,0.0,0.0,0.0,0,11,14,0.1818,0.1429,0.16,
3902364806,HR,Human Resources Manager,"['knowledge of employment-related laws', 'hr information system analysis', 'interpersonal skills', 'conflict resolution', 'integrity', 'professionalism', 'discretion', 'ability to learn quickly', 'shrm-cp', 'shrm-scp', ""bachelor's degree in hr or related field"", ""master's degree in hr or related field"", 'spanish fluency']","['compensation', 'benefits', 'leave', 'disciplinary matters', 'disputes and investigations', 'performance management', 'talent management', 'occupational health and safety', 'training and development', 'hr information system', 'SHRM-CP certification', 'shrm-scp certification', 'FLSA compliance', 'ada compliance', 'ERISA compliance', 'FMLA compliance', 'COBRA compliance']",[],"['compensation', 'benefits', 'leave', 'disciplinary matters', 'disputes and investigations', 'performance management', 'talent management', 'occupational health and safety', 'training and development', 'hr information system']","['SHRM-CP certification', 'shrm-scp certification', 'FLSA compliance', 'ada compliance', 'ERISA compliance', 'FMLA compliance', 'COBRA compliance']",13,17,0.0,0.0,0.0,0.0,0,17,13,0.1765,0.2308,0.2,
3902828543,HR,Chief Human Resource Officer,"['human resources management', 'compensation and benefits planning', 'talent acquisition', 'training and development', 'strategic planning', 'policy development', 'leadership', 'communication', 'problem solving', 'conflict management', 'teamwork', 'decision-making', 'employment law', 'succession planning', 'ethical standards', 'visionary thinking']","['hr strategy', 'employment law', 'talent acquisition', 'career development', 'succession planning', 'retention', 'training', 'leadership development', 'compensation and benefits', 'strategic recruiting', 'human capital management']",[],"['hr strategy', 'employment law', 'talent acquisition', 'career development', 'succession planning', 'retention', 'training', 'leadership development', 'compensation and benefits', 'strategic recruiting', 'human capital management']",[],16,11,0.2727,0.1875,0.2222,0.125,3,8,13,0.5455,0.375,0.4444,
3902752787,HR,"Executive Director of Human Resources, Spaulding Rehabilitation Hospital","['hr management', 'talent strategy', 'change management', 'workforce planning', 'employee relations', 'recruitment and retention', 'compensation and benefits', 'hris', 'leadership development', 'organizational development', 'data analysis', 'performance management', 'operational transformation', 'collaboration', 'communication', 'problem solving', 'leadership', 'strategic thinking', 'interpersonal skills', 'conflict resolution', 'adaptability', 'coaching', 'feedback reception', 'diversity and inclusion', 'strategic hrbp model', 'human capital planning']","['HRIS', 'workforce planning', 'organizational development', 'talent management', 'employee relations', 'human capital strategy', 'conflict resolution', 'leadership development', 'PHR certification', 'SPHR certification']",['HRIS'],"['workforce planning', 'organizational development', 'talent management', 'employee relations', 'human capital strategy', 'conflict resolution', 'leadership development']","['PHR certification', 'SPHR certification']",26,10,0.6,0.2308,0.3333,0.2,6,4,20,0.6,0.2692,0.3717,
3901636810,HR,Human Resources Coordinator,"['microsoft office', 'communication', 'interpersonal skills', 'time management', 'teamwork', 'attention to detail', 'problem solving', 'bilingual skills', 'hris', 'ats', 'canva', 'paylocity', 'plansource', 'employment laws', 'flexibility', 'trustworthiness']","['microsoft office', 'zoom', 'payelocity', 'plansource', 'employee benefits support', 'recruiting life cycle', 'new hire onboarding', 'employee engagement', 'conflict resolution process', 'bilingual skills', 'FMLA', 'ADA compliance', 'FLSA']","['microsoft office', 'zoom', 'payelocity', 'plansource']","['employee benefits support', 'recruiting life cycle', 'new hire onboarding', 'employee engagement', 'conflict resolution process', 'bilingual skills']","['FMLA', 'ADA compliance', 'FLSA']",16,13,0.2308,0.1875,0.2069,0.1154,3,10,13,0.2308,0.1875,0.2069,
3887474527,HR,Human Resources Generalist,"['human resources administration', 'recruitment', 'employee engagement', 'compensation management', 'benefits administration', 'microsoft office suite', 'data compliance', 'communication', 'problem solving', 'conflict management', 'proactive approach', 'multitasking', 'teamwork', 'calm under pressure', 'ownership and drive', 'safety training', 'accident investigation', 'bilingual communication']","['excel', 'compensation', 'benefits', 'training', 'recruiting', 'talent management', 'employee engagement', 'health and safety initiatives', 'accident investigation', 'workers compensation', 'employee relations', 'exit interviews', 'FLSA compliance', 'ADA compliance', 'EEOC guidelines', 'I-9 verification', 'SHRM-CP certification']",['excel'],"['compensation', 'benefits', 'training', 'recruiting', 'talent management', 'employee engagement', 'health and safety initiatives', 'accident investigation', 'workers compensation', 'employee relations', 'exit interviews']","['FLSA compliance', 'ADA compliance', 'EEOC guidelines', 'I-9 verification', 'SHRM-CP certification']",18,17,0.1176,0.1111,0.1143,0.0606,2,15,16,0.2941,0.2778,0.2857,
3901349998,HR,Human Resources Coordinator,"['employee onboarding', 'record keeping', 'hr software', 'data protection compliance', 'administrative tasks', 'recruitment coordination', 'performance evaluations', 'hr policies', 'communication', 'attention to detail', 'adaptability', 'proactivity', 'collaboration', 'interpersonal skills', 'problem solving', 'ethical integrity']","['HR database', 'employee relations', 'employee onboarding', 'data protection guidelines', 'conflict resolution', 'performance evaluations', 'new hire orientation', 'initial training sessions']",['HR database'],"['employee relations', 'employee onboarding', 'data protection guidelines', 'conflict resolution', 'performance evaluations', 'new hire orientation', 'initial training sessions']",[],16,8,0.25,0.125,0.1667,0.0909,2,6,14,0.25,0.125,0.1667,
3904947962,HR,Vice President Human Resources,"['strategic direction', 'recruitment', 'compensation', 'employee benefits', 'employee relations', 'payroll', 'process improvements', 'hr technology', 'communication', 'innovation', 'problem solving', 'people-first mindset', 'engagement', 'collaboration', 'employee health', 'leadership development', 'compliance', 'adp workforce now', 'data analysis', 'leadership']","[""adp's workforce now"", 'employee relations', 'payroll', 'employee health', 'leadership development', 'state regulations', 'talent management systems', 'FLSA compliance', 'phr certification']","[""adp's workforce now""]","['employee relations', 'payroll', 'employee health', 'leadership development', 'state regulations', 'talent management systems']","['FLSA compliance', 'phr certification']",20,9,0.4444,0.2,0.2759,0.16,4,5,16,0.5556,0.3,0.3896,
3904086620,HR,Human Resources Generalist,"['hr principles', 'recruitment', 'employee relations', 'hr policies and compliance', 'training and development', 'hr data management', 'communication', 'interpersonal skills', 'organizational skills', 'time management', 'discretion', 'problem solving', 'collaboration', 'performance management', 'benefits administration', 'hr certification']","['recruitment', 'onboarding', 'employee relations', 'performance management', 'benefits administration', 'hr policies', 'training and development', 'hr data management', 'FMLA compliance', 'ada compliance', 'shrm-cp certification', 'phr certification']",[],"['recruitment', 'onboarding', 'employee relations', 'performance management', 'benefits administration', 'hr policies', 'training and development', 'hr data management']","['FMLA compliance', 'ada compliance', 'shrm-cp certification', 'phr certification']",16,12,0.5,0.375,0.4286,0.2727,6,6,10,0.6667,0.5,0.5714,
